1859,302,提供上海市工商行政管理局最近一年浦东新区分局登记的外资企业撤销公告数据。,政府办事,浦东新区分局，外资企业，撤销，公告,经济建设,工商,业务类,普遍公开,2012-11-23,2017-04-25,上海市工商行政管理局
1943,322,提供上海市工商行政管理局最近一年浦东新区分局登记的外国（地区）常驻代表机构设立公告数据。,政府办事,浦东新区分局，外国（地区）常驻代表机构，设立，公告,经济建设,工商,业务类,普遍公开,2012-11-23,2017-04-25,上海市工商行政管理局
2149,306,提供上海市工商行政管理局最近一年浦东新区分局登记的外国（地区）常驻代表机构名称变更公告数据。,政府办事,浦东新区分局，外国（地区）常驻代表机构，名称，变更，公告,经济建设,工商,业务类,普遍公开,2012-11-23,2017-04-25,上海市工商行政管理局
1885,315,提供上海市工商行政管理局最近一年浦东新区分局登记的外国（地区）常驻代表机构换证公告数据,政府办事,浦东新区分局，外国（地区）常驻代表机构，换证，公告,经济建设,工商,业务类,普遍公开,2012-11-23,2017-04-25,上海市工商行政管理局
1990,316,提供上海市工商行政管理局最近一年浦东新区分局登记的外国（地区）常驻代表机构注销公告数据。,政府办事,浦东新区分局，外国（地区）常驻代表机构，注销，公告,经济建设,工商,业务类,普遍公开,2012-11-23,2017-04-25,上海市工商行政管理局
2543,345,提供上海市工商行政管理局最近一年浦东新区分局登记的外国（地区）常驻代表机构撤销公告数据。,政府办事,浦东新区分局，外国（地区）常驻代表机构，撤销，公告,经济建设,工商,业务类,普遍公开,2012-11-23,2017-04-25,上海市工商行政管理局
2558,341,提供上海市工商行政管理局最近一年市局登记的外资企业撤销公告数据。,政府办事,市局，外资企业，撤销，公告,经济建设,工商,业务类,普遍公开,2012-11-23,2017-04-25,上海市工商行政管理局
4577,1164,提供最近想一年上海市工商行政管理局内资企业设立登记的公告数据，包括企业名称等信息。,政府办事,内资企业设立登记公告数据,经济建设,工商,业务类,普遍公开,2012-11-23,2017-04-25,上海市工商行政管理局
2273,324,工商行政管理部门依职能向全市执业经纪人发放的各类经纪执业证书信息。包括执业经纪人姓名、执业经纪人证书号、执业经纪人类别、执业经纪人所在经纪企业的名称等。,政府办事,工商，执业经纪人,经济建设,工商,业务类,普遍公开,2015-11-16,2017-04-25,上海市工商行政管理局
2977,411,提供全市消费维权点分布数据，包括所属区县、联络点名称 、联络点地址、联系电话等信息。,政府办事,消费维权点，地址,机构团体,工商,业务类,普遍公开,2012-11-23,2017-04-25,上海市工商行政管理局
3845,535,提供上海市著名商标公告数据，包括上海市最新的评定的上海市著名商标及重新认定为上海市的著名商标。,政府办事,著名商标、公告,民生服务,工商,业务类,普遍公开,2012-11-23,2017-04-25,上海市工商行政管理局
1764,103,全市市场监督管理所及工商所地址及电话,政府办事,全市，市场监督管理所，工商所，地址，电话,经济建设,工商,机构职能,普遍公开,2016-11-24,2017-04-25,上海市工商行政管理局
1405,90,提供当前年度合同示范文本目录,政府办事,合同示范文本,经济建设,工商,机构职能,普遍公开,2016-11-24,2017-04-25,上海市工商行政管理局
2584,359,提供上海市工商行政管理局最近一年内资企业名称变更登记的公告数据。,政府办事,内资企业，名称变更，公告,经济建设,工商,业务类,普遍公开,2012-11-23,2017-04-25,上海市工商行政管理局
1326,186,职业病诊断医师资格审批包括：姓名、证书编码、诊断范围、执业地。,就医与保健,职业病 诊断 医师资格 审批,卫生健康,医疗保健,机构职能,特定公开,2016-07-08,2017-04-19,上海市卫生和计划生育委员会
1730,213,消毒产品生产企业卫生许可包括：生产企业、生产地址、许可证号、生产项目、批准日期、有效期。,政府办事,消毒产品 生产企业 卫生许可,卫生健康,医疗保健,机构职能,特定公开,2016-07-08,2017-04-19,上海市卫生和计划生育委员会
1239,91,外国医师来华短期行医执业许可（包括台湾）包括：姓名、发证机关、执业地点、有效期。,就医与保健,外国医师 来华 短期行医执业 许可 台湾,卫生健康,综合类,机构职能,特定公开,2016-11-16,2017-04-19,上海市卫生和计划生育委员会
1670,252,放射工作人员证包括：姓名、职业照射种类、工作单位、发证单位。,政府办事,放射 工作人员 证,卫生健康,医疗保健,机构职能,特定公开,2016-07-08,2017-04-19,上海市卫生和计划生育委员会
2154,341,经常性社会救助接收点的机构地址、所属区县、所属街道、地址、联系电话、联系人等信息。,社区周边生活服务,经常性社会救助接收点,民生服务,民政,业务类,普遍公开,2014-12-29,2017-04-17,上海市民政局
2413,423,本市烈士陵园的机构名称、所属区县、所属街道、地址、联系电话、机构性质、简介等信息。,政府办事,烈士陵园,民生服务,民政,业务类,普遍公开,2014-12-29,2017-04-17,上海市民政局
2599,490,本市殡葬服务代理机构的机构名称、地址、邮编、电话、联系人、所属区县、所属街镇、机构性质、建造状态、服务范围等信息。,社区周边生活服务,殡葬服务代理机构,民生服务,民政,业务类,普遍公开,2014-12-29,2017-04-17,上海市民政局
2804,472,市级政府部门统计调查项目信息，包括统计调查项目名称、制发单位名称、批准（或备案）文号、有效期等,政府办事,上海，市级政府部门，统计调查项目信息,经济建设,统计,机构职能,普遍公开,2015-07-17,2017-04-13,上海市统计局
2225,351,区县统计局批准的区县级政府部门统计调查项目 统计调查项目名称、制发单位名称、批准（或备案）文号、有效期至等,政府办事,区县统计局批准的区县级政府部门统计调查项目,经济建设,统计,机构职能,普遍公开,2015-07-17,2017-04-13,上海市统计局
2395,398,区县统计局制订的专项（一次性）调查项目信息 统计调查项目名称、制发单位名称、批准（或备案）文号、有效期至等,政府办事,区县统计局制订的专项（一次性）调查项目信息,经济建设,统计,机构职能,普遍公开,2015-07-17,2017-04-13,上海市统计局
1930,260,国家统计局上海调查总队各区、县调查队联系方式，包括单位名称、办公地址和联系方式。,政府办事,各区、县 调查队 联系方式,机构团体,综合政务类,其他类,普遍公开,2016-04-13,2017-04-06,上海市统计局
2729,429,提供2011年上海生产总值、社会消费品零售总额、关区进出口总额等社会经济主要指标占全国比重。,政府办事,上海社会经济主要指标占全国比重 (2011),经济建设,统计,业务类,普遍公开,2012-12-04,2017-04-06,上海市统计局
3724,865,提供1980年至2011年上海城市居民家庭可支配收入和消费支出情况的数据。,政府办事,商品零售价格,经济建设,统计,业务类,普遍公开,2012-12-04,2017-04-06,上海市统计局
2597,480,提供1978年至2011年以上年价格为100和以1978年价格为100的上海居民消费价格指数。,政府办事,居民消费价格,经济建设,统计,业务类,普遍公开,2012-12-04,2017-04-06,上海市统计局
2462,410,提供2011年按三次产业分组、按行业分分组的国有单位、集体单位、港澳台等单位在岗职工人数。,政府办事,各行业在岗职工人数,社会发展,统计,业务类,普遍公开,2012-12-04,2017-04-06,上海市统计局
2736,473,提供2011年按三次产业分组、按行业分分组的国有单位、集体单位、港澳台等单位职工人数。,政府办事,各行业职工人数,社会发展,统计,业务类,普遍公开,2012-12-04,2017-04-06,上海市统计局
2505,403,提供2001年、2010年、2011年按第一、第二、第三产业分组的上海市生产总值数据。,政府办事,主要年份上海市生产总值,经济建设,统计,业务类,普遍公开,2012-12-04,2017-04-06,上海市统计局
2685,359,提供1978年、1990年至2011年非公有制经济增加值及按第一、第二、第三产业分组的数据。,政府办事,主要年份非公有制经济增加值,经济建设,统计,业务类,普遍公开,2012-12-04,2017-04-06,上海市统计局
2034,364,提供1990年、1995年、2000年至2011年上海市生产总值及按公有制经济和非公有制经济分的数据。,政府办事,主要年份上海市生产总值,经济建设,统计,业务类,普遍公开,2012-12-04,2017-04-06,上海市统计局
2202,416,提供1978年至2011年上海市生产总值、上海市生产总值增长速度的数据。,政府办事,生产总值、增速,经济建设,统计,业务类,普遍公开,2012-12-04,2017-04-06,上海市统计局
2027,393,提供1978年至2011年上海社会消费品零售总额按吃、穿、用等用途分组的数据。,政府办事,按用途分的零售总额,经济建设,统计,业务类,普遍公开,2012-12-04,2017-04-06,上海市统计局
2049,394,提供1978年至2011年上海社会消费品零售总额按批发零售贸易业、住宿餐饮业、制造业等分组的数据。,政府办事,按行业分的零售总额,经济建设,统计,业务类,普遍公开,2012-12-04,2017-04-06,上海市统计局
