1640,143,非药品类易制毒化学品经营许可证,政府办事,非药品类易制毒化学品,公共安全,综合类,机构职能,普遍公开,每半年,2017-01-11,上海市安全生产监督管理局
7892,3843,保障房工程项目信息，包括项目名称、总建筑面积、开发单位、设计单位、施工单位等信息。,政府办事,保障房工程,城市建设,房地产,业务类,普遍公开,每季度,2012-11-22,2017-12-04,上海市住房和城乡建设管理委员会
1135,113,报名汽修行业的人员基本信息。,政府办事,汽修，人员,道路交通,综合类,业务类,普遍公开,每半年,2016-10-20,上海市交通委员会
796,112,在线受理、普遍公开年报、曝光台、网站统计信息,政府办事,网络,食药监管,卫生健康,医药卫生管理,机构职能,普遍公开,每年,2017-11-30,2017-12-01,上海市食品药品监督管理局
2973,432,建筑从业单位行政处罚信息，统计在沪建筑从业单位的行政处罚信息。,政府办事,行政处罚信息,信用服务,城乡建设,机构职能,普遍公开,每年,2015-11-03,上海市住房和城乡建设管理委员会
1169,104,滞留船舶名称、船舶滞留时间、滞留原因、解除滞留时间、解除滞留人员,政府办事,船舶滞留,道路交通,交通运输,业务类,普遍公开,每年,2016-11-15,2017-11-30,上海市交通委员会
1578,225,案号、案由、案由类别、立案时间、案发时间、案发地点、调查事实、处罚地点、执法部门、执法人员,政府办事,行政处罚,道路交通,交通运输,业务类,普遍公开,每年,2016-11-15,上海市交通委员会
2021,375,房屋质量检测人员信息包括姓名、性别、证书编号、资格类别等信息。,政府办事,房屋质量检测人员,城市建设,房地产,业务类,普遍公开,每年,2012-12-18,2017-11-30,上海市住房和城乡建设管理委员会
2042,372,上海市房屋质量检测推荐单位（单位排名不分先后），信息具体包括检测单位名称、地址信息。,政府办事,房屋质量检测,城市建设,房地产,业务类,普遍公开,每年,2012-12-14,上海市住房和城乡建设管理委员会
2329,375,拆房安全管理办事机构名录包括区县、地址、邮编、联系电话信息。,城市安全,拆房安全管理办事机构,机构团体,房地产,业务类,普遍公开,每年,2012-12-18,2017-11-30,上海市住房和城乡建设管理委员会
2139,374,包含拆除施工企业信息包括企业名称、单位地址、联系人资质等级信息。,城市安全,拆除施工企业,城市建设,房地产,业务类,普遍公开,每年,2012-12-18,上海市住房和城乡建设管理委员会
3356,649,住宅工程完成所有工程以及合同内容时，对工程内容的竣工备案,政府办事,住宅工程，竣工备案,城市建设,城乡建设,业务类,普遍公开,每月,2012-11-29,2017-11-29,上海市住房和城乡建设管理委员会
2856,410,注册建造师执业资格信息。此表用于记录注册建造师执业资格信息。,学校教育与终身教育,注册建造师执业资格,教育科技,城乡建设,机构职能,普遍公开,每月,2015-11-03,上海市住房和城乡建设管理委员会
3308,401,注册建筑师执业资格信息。此表用来记录注册建筑师执业资格的信息。,学校教育与终身教育,注册建筑师执业资格,教育科技,城乡建设,机构职能,普遍公开,每月,2015-11-03,2017-11-29,上海市住房和城乡建设管理委员会
3126,376,注册结构工程师信息。此表用于记录在沪注册结构工程师的相关信息。,培训与就业,注册结构工程师,教育科技,城乡建设,机构职能,普遍公开,每月,2015-11-03,上海市住房和城乡建设管理委员会
1933,337,工程项目 招投标环节中 施工监理环节的 基本信息和中标单位等信息,政府办事,工程，监理，中标,城市建设,城乡建设,业务类,普遍公开,每月,2012-11-29,2017-11-29,上海市住房和城乡建设管理委员会
1966,339,工程项目 招投标环节中 勘察环节的 基本信息和中标单位等信息,政府办事,工程，勘察，中标,城市建设,城乡建设,业务类,普遍公开,每月,2012-11-29,上海市住房和城乡建设管理委员会
3198,498,工程项目 招投标环节中 设计环节的 基本信息和中标单位等信息,政府办事,工程，设计，中标,城市建设,城乡建设,业务类,普遍公开,每月,2012-11-29,2017-11-29,上海市住房和城乡建设管理委员会
2393,544,工程项目 招投标环节中 施工环节的 基本信息和中标单位等信息,政府办事,工程，施工，中标,城市建设,城乡建设,业务类,普遍公开,每月,2012-11-29,上海市住房和城乡建设管理委员会
2096,406,监理企业资质，包括企业编码、企业名称、资质名称、等级、承接范围、批准时间、有效截止日期等信息,政府办事,监理资质,城市建设,城乡建设,业务类,普遍公开,每季度,2015-01-21,2017-11-29,上海市住房和城乡建设管理委员会
2747,450,勘察企业资质，包括企业编码、企业名称、资质名称、等级、承接范围、批准时间、有效截止日期等信息,政府办事,勘察.资质,城市建设,城乡建设,业务类,普遍公开,每季度,2015-01-21,上海市住房和城乡建设管理委员会
2428,507,设计企业资质，包括企业编码、企业名称、资质名称、等级、承接范围、批准时间、有效截止日期等信息,政府办事,设计企业资质,城市建设,城乡建设,业务类,普遍公开,每季度,2015-01-21,2017-11-29,上海市住房和城乡建设管理委员会
2427,438,施工企业资质，包括企业编码、企业名称、资质名称、等级、承接范围、批准时间、有效截止日期等信息,政府办事,施工企业资质,城市建设,城乡建设,业务类,普遍公开,每季度,2015-01-21,上海市住房和城乡建设管理委员会
2228,404,造价咨询企业资质，包括企业编码、企业名称、资质名称、等级、承接范围、批准时间、有效截止日期等信息,政府办事,造价咨询企业资质,城市建设,城乡建设,业务类,普遍公开,每季度,2015-01-21,2017-11-29,上海市住房和城乡建设管理委员会
1143,125,工程质量检测资质，包括企业编码、企业名称、资质名称、等级、承接范围、批准时间、有效截止日期等信息,政府办事,工程质量检测资质.资质,城市建设,城乡建设,业务类,普遍公开,每季度,2017-02-15,上海市住房和城乡建设管理委员会
2709,466,招标代理机构资质，包括企业编码、企业名称、资质名称、等级、承接范围、批准时间、有效截止日期等信息,政府办事,招标代理机构资质,城市建设,城乡建设,业务类,普遍公开,每季度,2015-01-21,2017-11-29,上海市住房和城乡建设管理委员会
2649,332,数据产品内容为（注册房地产估价师：姓名、执业单位、注册号）。,政府办事,注册房地产估价师,城市建设,房地产,业务类,普遍公开,每年,2015-11-17,2017-11-29,上海市住房和城乡建设管理委员会
2711,482,包含房地产估价企业信息包括企业名称、法定代表人信息。,政府办事,房地产评估企业,城市建设,房地产,业务类,普遍公开,每年,2012-12-18,上海市住房和城乡建设管理委员会
2002,409,上海市建设工程材料备案信息数据信息公开，上海市建设工程材料备案信息数据信息公开,政府办事,建材.备案,城市建设,城乡建设,业务类,普遍公开,每月,2012-11-29,2017-11-29,上海市住房和城乡建设管理委员会
683,78,船舶名称、经营证编号、管理许可证、船舶管理人许可证、经营证经营范围、证书有效期、发证机关、发证日期,交通出行,运政船舶,道路交通,交通运输,业务类,普遍公开,每年,2017-02-23,上海市交通委员会
772,114,企业名称、证书编号、证书经营范围,政府办事,运证企业,道路交通,交通运输,业务类,普遍公开,每年,2017-02-23,2017-11-29,上海市交通委员会
1180,141,桥梁名称、航道名称、离河口距离、总孔数、总长度、总宽度、通航孔数、通航孔净宽、通航孔净B_、梁底标高米、结构类型、类别、高水位净空,政府办事,桥梁点,道路交通,交通运输,业务类,普遍公开,每年,2016-11-15,上海市交通委员会
1064,100,所属区县、港口经营人代码、港口经营人名称、泊位名称、泊位所在内河航道名称、泊位长度、码头前沿维护水深、设计靠泊能力、危险品、客运、备注、所在航段、问题、签证用编号、泊位编码,政府办事,内河泊位,道路交通,交通运输,业务类,普遍公开,每年,2016-11-15,2017-11-29,上海市交通委员会
1075,110,编号、名称、X轴、Y轴,政府办事,内河视频点,道路交通,交通运输,业务类,普遍公开,每年,2016-11-15,上海市交通委员会
1840,198,危货作业认可证字号、认可品种、发证机关发证日期、有效期,政府办事,港口危货作业,道路交通,交通运输,业务类,普遍公开,每年,2016-11-23,2017-11-29,上海市交通委员会
1097,141,航道名称、航道起讫点、里程公里、技术等级、现状等级、铁路桥梁数量、高速公路桥数量、普通公路桥数量、公铁两用桥数量、机耕桥梁数量、人行桥梁数量、其他桥梁数量、船闸数量、节制闸数量、碍航闸坝数量、架空管道数量、水下管道数量,交通出行,航道,道路交通,交通运输,业务类,普遍公开,每年,2016-11-15,上海市交通委员会
4170,1388,房管行业相关岗位水平考试证书信息，包括证书编号、证书名称、发证日期、发证单位等信息。,政府办事,房管行业，岗位水平证书,城市建设,房地产,业务类,普遍公开,每年,2012-11-22,2017-11-29,上海市住房和城乡建设管理委员会
